JTWID,PERSID,HHID,ORIGSLA,ORIGLGA,STARTHOUR,DESTSLA,DESTLGA,ARRHOUR,JTWMODE,JTWDIST,JTWTravelTime,JTWElapsedTime,TRAVELPERIOD,ADJTWWGT,WDJTWWGT,WEJTWWGT
Y09H153004P01JTW1,Y09H153004P01,Y09H153004,Ballarat (C) - Central,Ballarat (C),5,Ballarat (C) - South,Ballarat (C),5,Vehicle Driver,4.96,18,20,Off Peak,40.582793,61.14213465, 
Y09H153010P02JTW1,Y09H153010P02,Y09H153010,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),7,Bicycle,3.12,20,20,AM Peak (7am to 9am),26.5939997,37.58333986, 
Y09H153019P01JTW1,Y09H153019P01,Y09H153019,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,1.17,5,5,AM Peak (7am to 9am),35.34483708,51.0657274, 
Y09H153022P01JTW1,Y09H153022P01,Y09H153022,Ballarat (C) - Central,Ballarat (C),11,Ballarat (C) - Central,Ballarat (C),11,Vehicle Driver,2.76,5,5,Off Peak,26.40956415,34.93447295, 
Y09H153024P01JTW1,Y09H153024P01,Y09H153024,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Bicycle,2.38,15,15,AM Peak (7am to 9am),33.70619966,44.81571747, 
Y09H153024P01JTW2,Y09H153024P01,Y09H153024,Ballarat (C) - Central,Ballarat (C),17,Ballarat (C) - Central,Ballarat (C),17,Bicycle,2.38,10,10,PM Peak (3pm to 6pm),33.70619966,44.81571747, 
Y09H153033P02JTW1,Y09H153033P02,Y09H153033,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Inner North,Ballarat (C),7,Vehicle Driver,7.18,15,15,AM Peak (7am to 9am),22.35005848,32.20456385, 
Y09H153039P01JTW1,Y09H153039P01,Y09H153039,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Walking,1.65,15,15,AM Peak (7am to 9am),40.46743172,53.29979247, 
Y09H153103P01JTW1,Y09H153103P01,Y09H153103,Ballarat (C) - South,Ballarat (C),7,Ballarat (C) - Inner North,Ballarat (C),8,Vehicle Driver,11.26,20,20,AM Peak (7am to 9am),76.81704206,90.41277794, 
Y09H153107P01JTW1,Y09H153107P01,Y09H153107,Ballarat (C) - South,Ballarat (C),10,Ballarat (C) - Central,Ballarat (C),10,Vehicle Driver,4.08,7,7,Off Peak,82.77514849, ,635.7227559
Y09H153118P01JTW1,Y09H153118P01,Y09H153118,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,5.91,15,15,AM Peak (7am to 9am),37.70178427,53.80131435, 
Y09H153118P02JTW1,Y09H153118P02,Y09H153118,Ballarat (C) - South,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),7,Vehicle Driver,5.63,10,10,AM Peak (7am to 9am),35.6212851,51.56199725, 
Y09H153118P03JTW1,Y09H153118P03,Y09H153118,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),9,Vehicle Driver,5.48,10,10,AM Peak (7am to 9am),47.63686076,70.66055533, 
Y09H153122P02JTW1,Y09H153122P02,Y09H153122,Ballarat (C) - South,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,6.6,15,15,AM Peak (7am to 9am),46.86938713,62.36121489, 
Y09H153201P01JTW1,Y09H153201P01,Y09H153201,Ballarat (C) - South,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,8.83,16,17,AM Peak (7am to 9am),30.91955434,44.45784253, 
Y09H153201P02JTW1,Y09H153201P02,Y09H153201,Ballarat (C) - South,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),8,Vehicle Passenger,9.85,29,30,AM Peak (7am to 9am),31.35542448,47.17965818, 
Y09H153201P03JTW1,Y09H153201P03,Y09H153201,Ballarat (C) - South,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),8,Vehicle Passenger,8.62,16,18,AM Peak (7am to 9am),32.70473392,46.76015373, 
Y09H153209P01JTW1,Y09H153209P01,Y09H153209,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),9,Vehicle Driver,14.72,30,33,AM Peak (7am to 9am),54.1410107,69.76802315, 
Y09H153209P02JTW1,Y09H153209P02,Y09H153209,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - South,Ballarat (C),8,Vehicle Passenger,4.25,8,8,AM Peak (7am to 9am),72.28656801,94.7008122, 
Y09H153210P03JTW1,Y09H153210P03,Y09H153210,Ballarat (C) - South,Ballarat (C),6,Melbourne (C) - Remainder,Melbourne (C),8,Train,133.86,130,130,AM Peak (7am to 9am),102.7285435,123.9016609, 
Y09H153217P03JTW1,Y09H153217P03,Y09H153217,Ballarat (C) - South,Ballarat (C),6,Melbourne (C) - Remainder,Melbourne (C),9,Train,129.59,140,140,AM Peak (7am to 9am),52.55228626,70.04167884, 
Y09H153219P01JTW1,Y09H153219P01,Y09H153219,Ballarat (C) - South,Ballarat (C),9,Ballarat (C) - Central,Ballarat (C),10,Vehicle Driver,8.69,15,15,Off Peak,32.80807574,47.6290424, 
Y09H153226P01JTW1,Y09H153226P01,Y09H153226,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,17.56,35,39,AM Peak (7am to 9am),32.80807574,47.6290424, 
Y09H153226P02JTW1,Y09H153226P02,Y09H153226,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,10.53,20,20,AM Peak (7am to 9am),34.72426642,49.69755283, 
Y09H153226P03JTW1,Y09H153226P03,Y09H153226,Ballarat (C) - South,Ballarat (C),9,Ballarat (C) - South,Ballarat (C),9,Walking,2.23,20,20,Off Peak,55.99654708,80.99333381, 
Y09H153236P01JTW1,Y09H153236P01,Y09H153236,Ballarat (C) - South,Ballarat (C),7,Melbourne (C) - Inner,Melbourne (C),8,Train,127.8,98,98,AM Peak (7am to 9am),71.1639092,93.63764683, 
Y09H153236P02JTW1,Y09H153236P02,Y09H153236,Ballarat (C) - South,Ballarat (C),7,Ballarat (C) - Inner North,Ballarat (C),7,Vehicle Driver,13.28,35,35,AM Peak (7am to 9am),55.7587281,75.46062196, 
Y09H153240P02JTW1,Y09H153240P02,Y09H153240,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - South,Ballarat (C),8,Vehicle Driver,2.34,5,5,AM Peak (7am to 9am),35.21377123,52.7401561, 
Y09H153301P01JTW1,Y09H153301P01,Y09H153301,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),9,Vehicle Driver,5.63,15,15,AM Peak (7am to 9am),21.82556777,30.14091019, 
Y09H153301P01JTW2,Y09H153301P01,Y09H153301,Ballarat (C) - Central,Ballarat (C),21,Ballarat (C) - Central,Ballarat (C),21,Vehicle Driver,5.63,15,15,Off Peak,21.82556777,30.14091019, 
Y09H153304P01JTW1,Y09H153304P01,Y09H153304,Ballarat (C) - Central,Ballarat (C),7,Geelong,Greater Geelong (C),8,Vehicle Driver,85.98,83,83,AM Peak (7am to 9am),27.76072218,36.6465536, 
Y09H153309P02JTW1,Y09H153309P02,Y09H153309,Ballarat (C) - Central,Ballarat (C),11,Ballarat (C) - Central,Ballarat (C),11,Vehicle Driver,3.08,9,9,Off Peak,28.52527469,38.59338849, 
Y09H153323P01JTW1,Y09H153323P01,Y09H153323,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,5.89,19,19,AM Peak (7am to 9am),26.57651651,34.85325552, 
Y09H153331P01JTW1,Y09H153331P01,Y09H153331,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - South,Ballarat (C),7,Vehicle Driver,6.05,15,15,AM Peak (7am to 9am),28.5006296,37.27126557, 
Y09H153332P01JTW1,Y09H153332P01,Y09H153332,Ballarat (C) - Central,Ballarat (C),6,Ballarat (C) - South,Ballarat (C),6,Vehicle Driver,9.01,10,10,Off Peak,31.20618844,41.50253646, 
Y09H153332P02JTW1,Y09H153332P02,Y09H153332,Ballarat (C) - Central,Ballarat (C),11,Ballarat (C) - Central,Ballarat (C),11,Vehicle Driver,4.97,15,20,Off Peak,29.79631381,40.57912693, 
Y09H153403P01JTW1,Y09H153403P01,Y09H153403,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - South,Ballarat (C),8,Vehicle Driver,5.1,10,10,AM Peak (7am to 9am),67.19981173,87.49368235, 
Y09H153403P01JTW2,Y09H153403P01,Y09H153403,Ballarat (C) - South,Ballarat (C),12,Ballarat (C) - South,Ballarat (C),12,Vehicle Driver,5.1,10,10,Off Peak,67.19981173,87.49368235, 
Y09H153403P02JTW1,Y09H153403P02,Y09H153403,Ballarat (C) - South,Ballarat (C),5,Melbourne (C) - Inner,Melbourne (C),7,Train,124.68,115,115,AM Peak (7am to 9am),60.35478351,79.88888766, 
Y09H153411P01JTW1,Y09H153411P01,Y09H153411,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,4.35,8,8,AM Peak (7am to 9am),56.62157225,73.32741198, 
Y09H153418P01JTW1,Y09H153418P01,Y09H153418,Ballarat (C) - South,Ballarat (C),6,Ballarat (C) - Central,Ballarat (C),6,Vehicle Driver,3.94,10,10,Off Peak,56.62157225,73.32741198, 
Y09H153418P02JTW1,Y09H153418P02,Y09H153418,Ballarat (C) - South,Ballarat (C),5,Ballarat (C) - Inner North,Ballarat (C),6,Vehicle Driver,8.79,15,15,Off Peak,73.62097764,96.92862501, 
Y09H153421P01JTW1,Y09H153421P01,Y09H153421,Ballarat (C) - South,Ballarat (C),6,Ballarat (C) - Central,Ballarat (C),7,Vehicle Driver,4.63,15,15,Off Peak,45.09455158, ,187.5543033
Y09H153422P01JTW1,Y09H153422P01,Y09H153422,Ballarat (C) - South,Ballarat (C),6,Wyndham (C) - West,Wyndham (C),7,Vehicle Driver,78.66,110,110,AM Peak (7am to 9am),46.86938713,62.36121489, 
Y09H153429P01JTW1,Y09H153429P01,Y09H153429,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,5.44,10,10,AM Peak (7am to 9am),82.11947934,108.053013, 
Y09H153433P01JTW1,Y09H153433P01,Y09H153433,Ballarat (C) - South,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),7,Bicycle,5.61,30,30,AM Peak (7am to 9am),50.85150919,69.03984929, 
Y09H153440P01JTW1,Y09H153440P01,Y09H153440,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - South,Ballarat (C),8,Vehicle Driver,3.24,10,10,AM Peak (7am to 9am),35.21377123,52.7401561, 
Y09H153440P02JTW1,Y09H153440P02,Y09H153440,Ballarat (C) - South,Ballarat (C),6,Ballarat (C) - Inner North,Ballarat (C),6,Vehicle Driver,11.14,10,10,Off Peak,36.87998414,53.94029929, 
Y09H153506P01JTW1,Y09H153506P01,Y09H153506,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,3.1,7,7,Off Peak,33.90180936, ,138.0584963
Y09H153507P02JTW1,Y09H153507P02,Y09H153507,Ballarat (C) - Central,Ballarat (C),14,Ballarat (C) - Inner North,Ballarat (C),14,Bicycle,6.11,15,15,Off Peak,71.02174155, ,219.4201253
Y09H153509P01JTW1,Y09H153509P01,Y09H153509,Ballarat (C) - Central,Ballarat (C),6,Ballarat (C) - Central,Ballarat (C),6,Vehicle Driver,5.17,12,12,Off Peak,23.90687787,32.23464103, 
Y09H153517P01JTW1,Y09H153517P01,Y09H153517,Ballarat (C) - Central,Ballarat (C),6,Ballarat (C) - Inner North,Ballarat (C),6,Vehicle Driver,7.26,10,10,Off Peak,20.66067706,29.25521342, 
Y09H153518P01JTW1,Y09H153518P01,Y09H153518,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),7,Vehicle Driver,1.17,5,5,AM Peak (7am to 9am),28.88098452,41.57738499, 
Y09H153526P01JTW1,Y09H153526P01,Y09H153526,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Inner North,Ballarat (C),8,Vehicle Driver,6.37,10,10,AM Peak (7am to 9am),31.03192541,40.43992958, 
Y09H153537P02JTW1,Y09H153537P02,Y09H153537,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Inner North,Ballarat (C),8,Vehicle Driver,6.12,15,15,AM Peak (7am to 9am),27.58854351,39.49162102, 
Y09H153604P01JTW1,Y09H153604P01,Y09H153604,Ballarat (C) - South,Ballarat (C),21,Ballarat (C) - Inner North,Ballarat (C),21,Vehicle Driver,7.94,10,10,Off Peak,37.80709652,54.00744965, 
Y09H153609P01JTW1,Y09H153609P01,Y09H153609,Ballarat (C) - South,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,3.55,15,15,AM Peak (7am to 9am),29.99613827,44.62388748, 
Y09H153640P01JTW1,Y09H153640P01,Y09H153640,Ballarat (C) - South,Ballarat (C),16,Ballarat (C) - Central,Ballarat (C),16,Vehicle Driver,4.65,15,15,PM Peak (3pm to 6pm),104.0358449,130.5013034, 
Y09H153701P01JTW1,Y09H153701P01,Y09H153701,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,1.76,10,10,AM Peak (7am to 9am),23.31178635,30.53193858, 
Y09H153709P01JTW1,Y09H153709P01,Y09H153709,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Inner North,Ballarat (C),8,Vehicle Driver,4.32,20,20,AM Peak (7am to 9am),27.81236696,36.53128718, 
Y09H153709P02JTW1,Y09H153709P02,Y09H153709,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Bicycle,2.05,25,25,AM Peak (7am to 9am),24.03771014,31.05661219, 
Y09H153710P01JTW1,Y09H153710P01,Y09H153710,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,2.26,5,5,AM Peak (7am to 9am),21.85171372,29.85704344, 
Y09H153710P01JTW2,Y09H153710P01,Y09H153710,Ballarat (C) - Central,Ballarat (C),14,Ballarat (C) - Central,Ballarat (C),14,Vehicle Driver,2.26,5,5,Off Peak,21.85171372,29.85704344, 
Y09H153710P02JTW1,Y09H153710P02,Y09H153710,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),15,Vehicle Passenger,3.69,20,440,AM Peak (7am to 9am),22.79205256,29.59156541, 
Y09H153715P01JTW1,Y09H153715P01,Y09H153715,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,1.66,5,5,AM Peak (7am to 9am),30.75640459,40.95250105, 
Y09H153716P02JTW1,Y09H153716P02,Y09H153716,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,2.81,6,6,AM Peak (7am to 9am),21.54308536,28.28092734, 
Y09H153717P01JTW1,Y09H153717P01,Y09H153717,Ballarat (C) - Central,Ballarat (C),15,Ballarat (C) - Central,Ballarat (C),15,Walking,0.72,10,10,PM Peak (3pm to 6pm),18.37953767,25.83222227, 
Y09H153720P01JTW1,Y09H153720P01,Y09H153720,Ballarat (C) - Central,Ballarat (C),13,Ballarat (C) - Central,Ballarat (C),13,Vehicle Driver,3.99,10,15,Off Peak,106.4354251, ,298.8706492
Y09H153720P02JTW1,Y09H153720P02,Y09H153720,Ballarat (C) - Central,Ballarat (C),15,Ballarat (C) - Central,Ballarat (C),15,Vehicle Driver,3.31,5,5,Off Peak,73.13480476, ,195.4033147
Y09H153722P01JTW1,Y09H153722P01,Y09H153722,Ballarat (C) - Central,Ballarat (C),8,Moorabool (S) - West,Moorabool (S),8,Vehicle Driver,13.3,15,15,AM Peak (7am to 9am),27.37569023,36.70288455, 
Y09H153722P01JTW2,Y09H153722P01,Y09H153722,Ballarat (C) - Central,Ballarat (C),19,Moorabool (S) - West,Moorabool (S),19,Vehicle Driver,13.3,20,20,Off Peak,27.37569023,36.70288455, 
Y09H153722P02JTW1,Y09H153722P02,Y09H153722,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,2.59,15,16,AM Peak (7am to 9am),22.42446766,30.7867261, 
Y09H153722P02JTW2,Y09H153722P02,Y09H153722,Ballarat (C) - Central,Ballarat (C),10,Ballarat (C) - Central,Ballarat (C),10,Vehicle Driver,0.7,3,3,Off Peak,22.42446766,30.7867261, 
Y09H153722P03JTW1,Y09H153722P03,Y09H153722,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),15,Vehicle Passenger,1.69,15,455,AM Peak (7am to 9am),23.38945367,30.51298167, 
Y09H153725P01JTW1,Y09H153725P01,Y09H153725,Ballarat (C) - Central,Ballarat (C),6,Ballarat (C) - Inner North,Ballarat (C),6,Vehicle Driver,11.92,20,20,Off Peak,41.92560955,55.32714317, 
Y09H153736P01JTW1,Y09H153736P01,Y09H153736,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Inner North,Ballarat (C),8,Walking,2.85,45,45,AM Peak (7am to 9am),37.89591569,58.13385163, 
Y09H153737P01JTW1,Y09H153737P01,Y09H153737,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Bicycle,2.53,10,10,AM Peak (7am to 9am),36.76955646,48.09180434, 
Y09H153737P02JTW1,Y09H153737P02,Y09H153737,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,2.28,7,7,AM Peak (7am to 9am),28.80988023,38.75617969, 
Y09H153804P01JTW1,Y09H153804P01,Y09H153804,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,6.69,14,18,AM Peak (7am to 9am),86.27217715,130.8501159, 
Y09H153804P02JTW1,Y09H153804P02,Y09H153804,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),8,Vehicle Passenger,1.14,4,4,AM Peak (7am to 9am),83.66354046,130.5137957, 
Y09H153815P01JTW1,Y09H153815P01,Y09H153815,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,2.17,10,10,AM Peak (7am to 9am),26.86178272,35.92744247, 
Y09H153822P01JTW1,Y09H153822P01,Y09H153822,Ballarat (C) - Central,Ballarat (C),5,Ballarat (C) - Inner North,Ballarat (C),5,Bicycle,5.85,26,26,Off Peak,21.24881108,30.05606095, 
Y09H153822P02JTW1,Y09H153822P02,Y09H153822,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Central,Ballarat (C),7,Vehicle Driver,12.76,23,24,AM Peak (7am to 9am),20.28880407,29.38732946, 
Y09H153822P03JTW1,Y09H153822P03,Y09H153822,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Inner North,Ballarat (C),7,Vehicle Passenger,6.2,13,13,AM Peak (7am to 9am),32.26303042,45.13027568, 
Y09H153824P01JTW1,Y09H153824P01,Y09H153824,Ballarat (C) - Central,Ballarat (C),6,Ballarat (C) - Inner North,Ballarat (C),7,Vehicle Passenger,5.51,15,15,Off Peak,62.90095189,96.19220541, 
Y09H153837P01JTW1,Y09H153837P01,Y09H153837,Ballarat (C) - Central,Ballarat (C),14,Ballarat (C) - Central,Ballarat (C),14,Vehicle Driver,4.34,15,15,Off Peak,24.21686211,32.02839292, 
Y09H153842P01JTW1,Y09H153842P01,Y09H153842,Ballarat (C) - Central,Ballarat (C),6,Ballarat (C) - Central,Ballarat (C),7,Vehicle Driver,1.57,10,10,Off Peak,29.84336712, ,121.2651702
Y09H153842P02JTW1,Y09H153842P02,Y09H153842,Ballarat (C) - Central,Ballarat (C),13,Ballarat (C) - Central,Ballarat (C),13,Motorcycle,2.08,5,5,Off Peak,31.58640083, ,133.8168786
Y09H153901P01JTW1,Y09H153901P01,Y09H153901,Ballarat (C) - Central,Ballarat (C),10,C. Goldfields (S) - Maryborough,Central Goldfields (S),10,Vehicle Driver,63.28,52,52,Off Peak,26.97245089,35.91412384, 
Y09H153903P01JTW1,Y09H153903P01,Y09H153903,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,1.9,5,5,AM Peak (7am to 9am),21.08625716,30.54286084, 
Y09H153903P01JTW2,Y09H153903P01,Y09H153903,Ballarat (C) - Central,Ballarat (C),13,Ballarat (C) - Central,Ballarat (C),13,Vehicle Driver,1.9,5,5,Off Peak,21.08625716,30.54286084, 
Y09H153903P02JTW1,Y09H153903P02,Y09H153903,Ballarat (C) - Central,Ballarat (C),9,Ballarat (C) - Central,Ballarat (C),9,Vehicle Driver,6.07,17,43,Off Peak,19.98735094,28.93968992, 
Y09H153904P01JTW1,Y09H153904P01,Y09H153904,Ballarat (C) - Central,Ballarat (C),7,Ballarat (C) - Inner North,Ballarat (C),7,Vehicle Driver,13.96,15,15,AM Peak (7am to 9am),25.56287414,33.81243372, 
Y09H153904P02JTW1,Y09H153904P02,Y09H153904,Ballarat (C) - Central,Ballarat (C),7,Wyndham (C) - North,Wyndham (C),8,Vehicle Driver,98.44,85,95,AM Peak (7am to 9am),22.09351545,28.74521328, 
Y09H153913P01JTW1,Y09H153913P01,Y09H153913,Ballarat (C) - Central,Ballarat (C),11,Ballarat (C) - Central,Ballarat (C),11,Vehicle Driver,4.66,10,10,Off Peak,32.2698308, ,130.4208816
Y09H153913P02JTW1,Y09H153913P02,Y09H153913,Ballarat (C) - Central,Ballarat (C),9,Ballarat (C) - Central,Ballarat (C),9,Vehicle Driver,4.66,13,13,Off Peak,36.27493602, ,147.7349679
Y09H153913P02JTW2,Y09H153913P02,Y09H153913,Ballarat (C) - Central,Ballarat (C),16,Ballarat (C) - Central,Ballarat (C),16,Vehicle Driver,4.66,13,13,Off Peak,36.27493602, ,147.7349679
Y09H153923P01JTW1,Y09H153923P01,Y09H153923,Ballarat (C) - Central,Ballarat (C),7,Moorabool (S) - West,Moorabool (S),7,Vehicle Driver,22.76,15,15,AM Peak (7am to 9am),21.12866674,30.23268377, 
Y09H153929P01JTW1,Y09H153929P01,Y09H153929,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - South,Ballarat (C),9,Vehicle Driver,9.98,30,30,AM Peak (7am to 9am),22.11274629,29.01062606, 
Y09H153929P01JTW2,Y09H153929P01,Y09H153929,Ballarat (C) - Central,Ballarat (C),13,Ballarat (C) - South,Ballarat (C),13,Vehicle Driver,9.98,20,20,Off Peak,22.11274629,29.01062606, 
Y09H154002P01JTW1,Y09H154002P01,Y09H154002,Ballarat (C) - Central,Ballarat (C),5,Brimbank (C) - Sunshine,Brimbank (C),7,Vehicle Passenger,95.09,80,90,Off Peak,26.68841988,36.16751835, 
Y09H154002P02JTW1,Y09H154002P02,Y09H154002,Ballarat (C) - Central,Ballarat (C),5,Brimbank (C) - Sunshine,Brimbank (C),7,Vehicle Driver,100.87,85,100,AM Peak (7am to 9am),37.41845741,49.17962663, 
Y09H154010P03JTW1,Y09H154010P03,Y09H154010,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - South,Ballarat (C),8,Vehicle Driver,7.14,15,15,AM Peak (7am to 9am),53.51148093,68.28143512, 
Y09H154011P01JTW1,Y09H154011P01,Y09H154011,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - South,Ballarat (C),9,Vehicle Driver,7.18,15,15,AM Peak (7am to 9am),29.41657376,37.25747414, 
Y09H154021P01JTW1,Y09H154021P01,Y09H154021,Ballarat (C) - Central,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),9,Vehicle Driver,2.75,15,15,Off Peak,42.6848046, ,136.5761828
Y09H154039P01JTW1,Y09H154039P01,Y09H154039,Ballarat (C) - Central,Ballarat (C),6,Ballarat (C) - Inner North,Ballarat (C),6,Vehicle Driver,7.07,15,15,Off Peak,25.56287414,33.81243372, 
Y09H154103P01JTW1,Y09H154103P01,Y09H154103,Ballarat (C) - Inner North,Ballarat (C),7,Ballarat (C) - South,Ballarat (C),7,Vehicle Driver,6.97,17,17,AM Peak (7am to 9am),47.17630407,62.81596259, 
Y09H154104P01JTW1,Y09H154104P01,Y09H154104,Ballarat (C) - Inner North,Ballarat (C),7,Ballarat (C) - Inner North,Ballarat (C),7,Vehicle Driver,11.35,19,20,AM Peak (7am to 9am),29.75213665,39.60080298, 
Y09H154105P01JTW1,Y09H154105P01,Y09H154105,Ballarat (C) - Inner North,Ballarat (C),6,Ballarat (C) - Inner North,Ballarat (C),6,Vehicle Driver,5,10,10,Off Peak,24.64624657,32.93565632, 
Y09H154105P02JTW1,Y09H154105P02,Y09H154105,Ballarat (C) - Inner North,Ballarat (C),8,Ballarat (C) - Inner North,Ballarat (C),9,Vehicle Driver,5,15,15,AM Peak (7am to 9am),23.28619169,31.56480917, 
Y09H154105P02JTW2,Y09H154105P02,Y09H154105,Ballarat (C) - Inner North,Ballarat (C),12,Ballarat (C) - Inner North,Ballarat (C),13,Vehicle Driver,5,10,10,Off Peak,23.28619169,31.56480917, 
Y09H154109P02JTW1,Y09H154109P02,Y09H154109,Ballarat (C) - Inner North,Ballarat (C),8,Ballarat (C) - Inner North,Ballarat (C),8,Walking,0.47,3,3,AM Peak (7am to 9am),28.38855173,38.13941961, 
Y09H154109P02JTW2,Y09H154109P02,Y09H154109,Ballarat (C) - Inner North,Ballarat (C),18,Ballarat (C) - Inner North,Ballarat (C),18,Walking,0.47,3,3,Off Peak,28.38855173,38.13941961, 
Y09H154110P01JTW1,Y09H154110P01,Y09H154110,Ballarat (C) - Inner North,Ballarat (C),11,Ballarat (C) - Inner North,Ballarat (C),11,Walking,0.4,10,10,Off Peak,36.01817726,48.83451822, 
Y09H154115P01JTW1,Y09H154115P01,Y09H154115,Ballarat (C) - Inner North,Ballarat (C),8,Ballarat (C) - South,Ballarat (C),8,Vehicle Driver,12.07,20,20,AM Peak (7am to 9am),62.79637043,77.23608236, 
Y09H154116P01JTW1,Y09H154116P01,Y09H154116,Ballarat (C) - Inner North,Ballarat (C),9,Ballarat (C) - Central,Ballarat (C),9,Bicycle,4.28,20,20,Off Peak,32.56927965,45.0943389, 
Y09H154116P02JTW1,Y09H154116P02,Y09H154116,Ballarat (C) - Inner North,Ballarat (C),7,Moorabool (S) - West,Moorabool (S),8,Vehicle Passenger,33.96,40,40,AM Peak (7am to 9am),30.04661539,39.79579949, 
Y09H154131P03JTW1,Y09H154131P03,Y09H154131,Ballarat (C) - Inner North,Ballarat (C),8,Ballarat (C) - Inner North,Ballarat (C),9,Vehicle Driver,5.1,10,10,AM Peak (7am to 9am),43.48631597,59.3022548, 
Y09H154137P01JTW1,Y09H154137P01,Y09H154137,Ballarat (C) - Inner North,Ballarat (C),6,Ballarat (C) - Central,Ballarat (C),7,Vehicle Driver,6.91,15,15,Off Peak,35.16093291,45.51060098, 
Y09H154139P01JTW1,Y09H154139P01,Y09H154139,Ballarat (C) - Inner North,Ballarat (C),8,Ballarat (C) - Central,Ballarat (C),8,Vehicle Driver,5.91,20,20,AM Peak (7am to 9am),39.42980527,52.1218965, 
Y09H154201P01JTW1,Y09H154201P01,Y09H154201,Ballarat (C) - Inner North,Ballarat (C),9,Ballarat (C) - Central,Ballarat (C),9,Vehicle Driver,5.35,20,20,Off Peak,31.54400857,43.9732324, 
